"N","P","K","temperature","humidity","ph","rainfall","label"
"39","80","18","28.35","63.29","7.34","65.09","blackgram"
"54","79","21","33","60.07","6.81","70.52","blackgram"
"26","70","19","29.88","66.69","6.95","74.92","blackgram"
"47","67","19","27.37","68.39","6.77","71.14","blackgram"
"28","68","23","27.13","60.07","6.83","69.12","blackgram"
"22","71","24","25.1","64.94","7.31","70.67","blackgram"
"34","66","21","31.62","67.64","6.5","60.42","blackgram"
"45","57","17","28.73","64.93","7.24","72.19","blackgram"
"34","78","21","27.8","60.07","6.94","64.48","blackgram"
"40","69","18","27.21","62.69","6.9","60.42","blackgram"
"24","69","21","28.98","69.96","7.2","72.53","blackgram"
"40","65","20","31.11","65.49","7.23","74.92","blackgram"
"59","60","19","34.29","64.66","6.93","70.88","blackgram"
"35","68","20","29.78","61.86","7.78","74.92","blackgram"
"21","65","23","26.66","68.35","7","63.55","blackgram"
"33","63","23","25.64","60.89","6.95","63.5","blackgram"
"34","80","20","29.08","66.94","7.45","64.75","blackgram"
"24","71","20","34.8","64.38","7.18","67.65","blackgram"
"53","62","25","25.44","63.87","7.77","67.34","blackgram"
"41","80","19","26.39","64.35","7.15","66.96","blackgram"
"33","68","18","31.51","62.69","6.85","73.58","blackgram"
"36","62","17","29.96","63.69","7.54","67.41","blackgram"
"28","77","17","32.53","66.59","7.34","63.2","blackgram"
"31","75","15","30.17","66.88","6.67","65.18","blackgram"
"27","77","25","31.21","66.57","7.06","67.52","blackgram"
"39","60","22","29.54","62.46","7.37","71.16","blackgram"
"60","76","18","32.97","63.66","6.52","67.73","blackgram"
"31","66","24","29.8","62.27","6.74","60.56","blackgram"
"57","60","18","30.25","66.63","7.15","64.93","blackgram"
"60","70","21","33.24","67.07","6.86","74.92","blackgram"
"31","62","20","29.71","66.98","6.5","70.96","blackgram"
"54","71","15","29.97","67.18","6.79","69.09","blackgram"
"60","68","17","25.1","62.42","6.68","67.03","blackgram"
"52","77","17","27.73","62.92","6.65","71.45","blackgram"
"31","65","18","25.31","64.83","6.5","73.07","blackgram"
"30","66","21","26.97","67.1","6.5","63.97","blackgram"
"28","66","15","31.11","64.55","7.26","68.4","blackgram"
"44","76","22","30.68","69.96","6.74","73.79","blackgram"
"40","70","20","28.51","68.53","6.79","64.54","blackgram"
"46","71","19","32.66","67.41","7.18","65.31","blackgram"
"33","57","17","30.71","65.2","7.19","64.11","blackgram"
"22","58","19","28.9","63.67","7.59","68.73","blackgram"
"40","65","16","26.29","69.96","6.98","74.64","blackgram"
"51","75","23","31.44","64.67","6.97","63.07","blackgram"
"32","62","23","27.71","66.55","7.66","68.21","blackgram"
"45","58","24","32.36","63.49","7.67","67.2","blackgram"
"60","63","21","31.2","68.79","6.79","72.12","blackgram"
"45","73","16","30.71","61.88","7.29","64","blackgram"
"27","69","15","30.89","62.15","6.87","72.38","blackgram"
"21","64","21","26.57","61.86","6.7","68.96","blackgram"
"39","78","25","28.09","64.58","7.33","71.81","blackgram"
"39","63","18","26.16","67.26","6.88","74.92","blackgram"
"35","61","16","34.95","64.61","7.22","67.5","blackgram"
"46","70","24","31.38","67.22","6.5","64.21","blackgram"
"54","64","23","28.79","69.96","7.11","64.02","blackgram"
"28","62","15","29.86","66.08","6.82","68.72","blackgram"
"60","80","22","31.46","65.53","7.07","66.89","blackgram"
"60","67","18","29.98","65.58","7.42","62.44","blackgram"
"60","64","19","30.21","69.1","6.87","66.59","blackgram"
"52","66","17","29.09","61.13","6.65","68.01","blackgram"
"37","61","18","30.98","66.44","7.01","63.89","blackgram"
"34","67","15","34.18","65.34","7.14","68.47","blackgram"
"54","65","15","31.96","65.09","7.17","66.8","blackgram"
"35","74","16","29.99","69.96","6.92","69.6","blackgram"
"20","73","21","30.61","62.31","6.53","64.83","blackgram"
"36","80","20","32.05","66.32","7.16","70.49","blackgram"
"24","74","22","27.43","68.71","7.01","70.24","blackgram"
"20","68","22","28.97","63.23","7.19","60.42","blackgram"
"47","57","23","29.82","67.38","7.44","71.13","blackgram"
"37","68","18","30","65.72","7.55","69.81","blackgram"
"57","66","18","28.05","67.51","6.73","64.23","blackgram"
"33","55","18","29.48","69.96","7.39","65.03","blackgram"
"60","74","22","25.6","65.36","6.87","65.75","blackgram"
"50","65","24","29.08","60.96","7.17","70.73","blackgram"
"29","74","22","28.62","65.97","6.88","64.08","blackgram"
"30","55","21","34.95","62.63","7.6","68.08","blackgram"
"45","80","15","29.78","62.1","6.9","63.3","blackgram"
"51","67","18","25.1","62.7","7.78","68.39","blackgram"
"38","69","18","31.99","61.68","6.66","68.96","blackgram"
"60","61","15","34.68","64.83","7.1","65.14","blackgram"
"50","65","15","33.97","64.29","7.13","74.56","blackgram"
"59","55","25","33.86","64.96","7.37","62.47","blackgram"
"22","76","21","28.11","64.6","7.12","60.42","blackgram"
"23","55","22","29.07","65.18","7.36","71.49","blackgram"
"29","58","20","31.7","66.49","7.23","67.54","blackgram"
"29","63","17","30.42","63.31","6.81","71.79","blackgram"
"25","62","15","25.54","62.35","6.5","64.81","blackgram"
"45","67","18","31.18","67.3","7.22","71.29","blackgram"
"29","63","20","33.22","65","7.78","71.85","blackgram"
"45","61","21","34.95","64.62","7.51","67.12","blackgram"
"53","65","24","30.81","65.08","7.15","68.05","blackgram"
"47","58","20","30.86","64.6","6.65","69.09","blackgram"
"52","69","22","26.62","65.49","6.98","63.02","blackgram"
"54","66","20","31.09","66.98","6.64","70.98","blackgram"
"46","76","23","30.24","69.96","7.43","60.42","blackgram"
"44","73","15","30.57","69.06","6.85","69.65","blackgram"
"40","63","22","26.88","67.1","7.42","70.24","blackgram"
"25","74","20","34.95","65.59","7.26","61.38","blackgram"
"30","55","18","28.86","65.63","7.28","69.38","blackgram"
"22","73","23","30.08","62.42","6.83","70.41","blackgram"
"42","70","15","34.95","65","7.05","68.15","blackgram"
"45","61","20","28.28","63.25","7.43","72.42","blackgram"
"49","79","16","31.43","65.29","7.55","67.58","blackgram"
"58","65","16","30.73","65.8","7.63","67.28","blackgram"
"44","72","20","32.38","62.94","6.81","67.3","blackgram"
"60","71","17","29.43","61.64","6.85","62.98","blackgram"
"40","58","21","31.87","65.43","7.59","63.45","blackgram"
"33","64","15","31.54","66.56","7.52","67.06","blackgram"
"41","65","20","29.52","61.13","6.79","66.13","blackgram"
"43","55","15","33.54","60.28","6.98","62.63","blackgram"
"50","76","24","32.69","66.05","6.69","68.06","blackgram"
"21","58","25","33.51","61.46","6.77","68.13","blackgram"
"33","70","22","28.42","64.86","7.03","74.49","blackgram"
"20","64","21","33.53","63.78","6.51","66.84","blackgram"
"23","70","20","32.04","63.96","6.85","67.52","blackgram"
"43","64","25","29.76","67.45","7.24","65.45","blackgram"
"42","71","25","30.38","64.03","7.07","65.28","blackgram"
"20","64","20","32.93","69.18","6.53","67.9","blackgram"
"53","57","21","27.09","67.62","6.92","72.4","blackgram"
"38","67","19","33.17","60.27","6.5","60.42","blackgram"
"30","61","21","27.19","60.47","6.88","74.92","blackgram"
"40","57","23","31.48","65.2","7.33","64.52","blackgram"
"20","61","25","30.71","62.24","7.43","67.81","blackgram"
"50","70","22","30.8","60.07","7.27","61.8","blackgram"
"36","60","21","31.83","67.4","7.48","69.58","blackgram"
"43","58","19","31.72","67.07","6.69","61.71","blackgram"
"33","58","20","28.97","69.33","6.58","69.88","blackgram"
"20","60","18","28.53","67.47","7.26","67.83","blackgram"
"55","75","20","27.76","67.48","7.35","66.66","blackgram"
"32","60","18","27.48","62.88","6.85","60.42","blackgram"
"39","69","24","29.24","67.35","7.35","66.08","blackgram"
"42","62","21","30.84","66.59","7.34","70.7","blackgram"
"29","68","16","30.7","62.43","6.95","74.79","blackgram"
"31","55","19","33.01","63.92","7.12","64.05","blackgram"
"47","70","18","30.33","64.22","7.68","65.27","blackgram"
"36","66","17","30.88","66.64","7.15","60.42","blackgram"
"60","66","22","28.15","69.31","6.93","69.72","blackgram"
"34","66","16","30.42","68.12","7","71.21","blackgram"
"53","73","25","29.92","62.4","6.81","67.68","blackgram"
"33","68","21","33.58","66.51","7.53","72.94","blackgram"
"49","65","25","28.88","67.19","7.09","69.19","blackgram"
"35","62","21","34.95","63.21","7.17","60.42","blackgram"
"26","75","22","28.2","66.57","6.5","69.32","blackgram"
"56","72","17","30.52","66.49","6.5","60.42","blackgram"
"26","60","20","31.15","60.07","6.6","67.83","blackgram"
"58","58","19","26.18","65.21","6.94","68.4","blackgram"
"25","63","18","32.69","64.16","7.03","67.96","blackgram"
"24","65","18","29.49","67.67","7.46","72.98","blackgram"
"41","77","20","26.67","67.31","7.59","72.02","blackgram"
"56","74","20","34.26","66.92","7.51","70.35","blackgram"
"42","71","16","34.6","67.89","6.5","61.66","blackgram"
"29","77","18","26.16","61.44","7.25","69.68","blackgram"
"49","72","21","32.55","66.5","7.17","68.31","blackgram"
"22","66","21","34.01","64.75","7.24","69.65","blackgram"
"51","79","17","32.13","65.23","7.28","72.97","blackgram"
"60","57","18","27.17","65.46","6.58","69.9","blackgram"
"57","59","19","29.22","63.69","6.84","63.13","blackgram"
"43","73","19","30.52","62.14","7.14","73.29","blackgram"
"53","62","19","33.15","62.89","7.78","61.19","blackgram"
"55","67","22","30.17","65.27","7.32","64.01","blackgram"
"24","73","23","26.21","67.54","6.65","60.89","blackgram"
"40","65","22","30.91","68.18","7.01","65.77","blackgram"
"49","64","18","31.23","66.51","7.04","67.33","blackgram"
"32","67","20","25.1","66.28","7.13","70.53","blackgram"
"45","56","16","31.56","63.96","7.78","70.27","blackgram"
"60","75","21","26.92","68.47","7","68.76","blackgram"
"51","63","22","26.9","68.95","6.93","70.76","blackgram"
"43","71","19","25.47","66.69","7.23","68.91","blackgram"
"23","65","16","33.1","61.68","6.68","67.42","blackgram"
"28","73","23","30.75","60.07","7.01","74.92","blackgram"
"29","70","20","28.78","60.46","7.03","64.46","blackgram"
"20","61","19","26.92","60.07","7.29","71.65","blackgram"
"26","62","18","27.26","60.57","7.24","62.22","blackgram"
"40","59","19","29.22","60.07","6.5","62.5","blackgram"
"48","62","19","28.73","65.48","6.91","72.94","blackgram"
"47","67","16","34","66.78","6.59","72.44","blackgram"
"29","76","20","26.85","64.88","7.23","72.75","blackgram"
"37","55","18","32.31","64.48","7.52","66.51","blackgram"
"31","64","21","27.06","64.07","7.74","72.88","blackgram"
"54","69","17","25.1","63.39","6.5","67.05","blackgram"
"23","74","20","32.97","68.82","6.65","68.06","blackgram"
"49","68","23","29.01","61.75","6.63","67.51","blackgram"
"37","77","19","27.28","67.08","6.5","69.05","blackgram"
"20","70","17","31.01","69.85","7.37","69.24","blackgram"
"30","80","16","33.72","65.27","7.31","63.24","blackgram"
"49","67","19","32.86","66.2","7.46","67.94","blackgram"
"27","71","21","26.86","66.21","7.78","63.94","blackgram"
"33","62","16","30.59","67.24","7.39","63.25","blackgram"
"40","67","25","25.7","64.41","7.36","73.77","blackgram"
"25","58","15","33.43","65.59","6.93","71.74","blackgram"
"43","80","17","30.95","62.38","6.5","66.01","blackgram"
"49","68","19","28.85","60.07","7.78","63.93","blackgram"
"35","65","17","29.29","64.98","7.67","71.86","blackgram"
"53","65","21","27.44","66.69","6.87","74.92","blackgram"
"60","68","17","33.18","69.96","7.16","69.71","blackgram"
"23","63","21","31.66","64.94","6.93","69.77","blackgram"
"20","75","17","30.51","60.94","7.61","71.45","blackgram"
"60","63","18","30.16","60.69","7.78","71.01","blackgram"
"26","70","22","25.1","61.45","6.92","69.26","blackgram"
"30","80","17","32.59","61.36","7.23","65.88","blackgram"
"55","70","15","28.77","67.45","6.92","68.68","blackgram"
"40","68","18","28.37","66.98","7.28","70.92","blackgram"
"38","60","17","25.1","64.34","7","68.85","blackgram"
"44","77","20","31.31","67.82","7.37","72.44","blackgram"
"31","57","16","32.45","64.84","7.35","69.38","blackgram"
"60","74","22","30.14","65.88","7.53","65.84","blackgram"
"20","75","19","28.24","66.07","6.88","67.9","blackgram"
"20","71","22","27.53","69.07","7.3","62.21","blackgram"
"20","69","19","31.81","64.58","6.5","64.41","blackgram"
"36","70","23","29.04","66.35","6.81","66","blackgram"
"59","70","21","32.87","61.18","7.16","60.42","blackgram"
"27","63","20","31.56","69.37","7.15","69.27","blackgram"
"35","68","18","30.82","64.87","7.78","68.03","blackgram"
"26","63","24","29.54","62.94","7.44","64.9","blackgram"
"31","69","16","31.92","66.03","7.56","69.5","blackgram"
"35","74","16","32.74","64.43","7.54","64.04","blackgram"
"27","71","22","28.99","66.17","7.78","70.7","blackgram"
"46","76","20","29.71","60.82","6.8","72.48","blackgram"
"39","64","15","31.61","67.15","7.44","68.24","blackgram"
"22","79","19","29.16","67.55","6.84","65.71","blackgram"
"58","65","19","26.81","61.36","7.06","64.15","blackgram"
"48","61","23","30.31","65.04","7.09","68.26","blackgram"
"28","68","19","27.48","63.07","6.86","71.66","blackgram"
"51","79","16","29.87","67.74","7.41","64.51","blackgram"
"38","67","20","32.13","62.84","7.35","69.68","blackgram"
"38","75","15","27.31","65.55","6.57","61.64","blackgram"
"39","62","21","26.32","62.42","7.12","65.93","blackgram"
"43","73","18","30.05","67.24","6.96","70.35","blackgram"
"39","67","21","25.1","65.76","7.16","69.57","blackgram"
"45","69","20","30.99","66.7","7.08","67.28","blackgram"
"60","72","20","30.76","65.8","6.88","67.62","blackgram"
"40","64","20","31.61","61.9","6.5","65.59","blackgram"
"22","74","18","33.07","62.36","7.58","70.58","blackgram"
"22","66","17","33.39","62.99","7.39","72.15","blackgram"
"45","63","18","32.51","63.53","6.94","64.37","blackgram"
"59","66","21","32.55","62.3","6.63","65.71","blackgram"
"42","80","25","34.74","69.96","7.14","71.34","blackgram"
"49","65","16","29.25","64.26","6.81","71.74","blackgram"
"41","70","18","25.86","65.74","6.62","70.33","blackgram"
"20","74","19","29.58","65.33","7.17","70.69","blackgram"
"51","66","18","26.45","65.53","7.02","71.35","blackgram"
"37","64","18","29.16","65.4","6.5","74.92","blackgram"
"60","73","17","31.75","66.64","7.23","74.92","blackgram"
"20","79","18","31.25","65.03","6.97","64.87","blackgram"
"20","71","19","30.14","65.65","6.97","64.51","blackgram"
"51","75","16","26.23","65.65","6.71","74.92","blackgram"
"36","72","19","34.95","69.19","7.13","67.65","blackgram"
"36","75","23","25.43","67.66","7.06","71.13","blackgram"
"38","73","19","27.4","68.74","6.63","64.87","blackgram"
"39","77","21","27.64","69.96","7.17","74.92","blackgram"
"20","61","18","25.1","66.21","7.21","71.87","blackgram"
"56","67","19","27.24","67.97","7.45","72.68","blackgram"
"25","60","23","29.29","62.2","7","68.25","blackgram"
"28","70","24","29.35","63.03","7.05","65.86","blackgram"
"38","59","16","27.77","65.31","7.78","67.87","blackgram"
"41","80","15","29.29","64.58","7.08","64.95","blackgram"
"28","76","20","28.25","60.67","7.7","68.04","blackgram"
"51","55","20","31.03","61.46","7.02","66.16","blackgram"
"52","66","23","30.59","62.15","7.53","70.54","blackgram"
"32","55","21","28.9","66.47","6.84","74.65","blackgram"
"60","59","21","29.52","62.7","7.25","62.86","blackgram"
"49","59","17","30.93","64.42","6.89","67.39","blackgram"
"32","77","18","32.68","62.17","7.43","67.72","blackgram"
"48","62","17","33.43","67.12","7.13","66.44","blackgram"
"48","75","15","30.03","66.01","7.63","74.09","blackgram"
"40","62","23","29.89","60.96","7.22","73.73","blackgram"
"30","63","23","26.13","65.48","6.7","67.34","blackgram"
"37","55","22","26.34","66.82","7.37","71.49","blackgram"
"54","70","23","31.51","64.37","6.95","72.36","blackgram"
"31","57","17","33.43","65.81","7.53","67.36","blackgram"
"30","61","17","25.91","67.22","7.19","62.46","blackgram"
"38","75","22","31.09","63.95","7.7","69.89","blackgram"
"52","64","17","28.34","66.98","7.39","71.24","blackgram"
"20","59","25","33.34","62.12","7.31","63.17","blackgram"
"23","68","17","33.8","69.89","7.58","70.38","blackgram"
"38","72","20","30.89","67.82","7.16","62.89","blackgram"
"40","64","18","28.97","65.45","7.28","67.25","blackgram"
"42","72","25","29.07","69.26","6.96","62.77","blackgram"
"39","69","21","30.64","61.26","7.52","73.09","blackgram"
"27","75","16","30.49","64.35","6.5","64.84","blackgram"
"31","68","21","32.83","64.08","7.45","69.11","blackgram"
"41","73","19","32.55","68.81","7.25","72.8","blackgram"
"35","71","22","32.51","69.81","7.43","63.51","blackgram"
"29","55","22","28.93","65.72","7.1","65.83","blackgram"
"60","75","21","27.49","65.01","6.83","65.63","blackgram"
"42","71","20","30.78","69.96","6.72","60.76","blackgram"
"36","55","20","32.6","66.93","7.58","70.15","blackgram"
"38","68","19","28.1","61.6","7.49","69.79","blackgram"
"39","70","15","30.15","61.48","6.76","63.89","blackgram"
"38","69","20","32.33","60.07","7.08","62.23","blackgram"
"50","63","22","31.56","67.13","7.69","66.91","blackgram"
"36","61","17","30.47","64.97","6.68","64.5","blackgram"
"51","69","22","34.95","67.9","7.19","60.42","blackgram"
"33","61","15","28.64","65.13","6.5","68.08","blackgram"
"32","70","18","29.51","64.48","7.44","69.86","blackgram"
"36","71","17","28.92","65.87","7.14","68.03","blackgram"
"32","69","21","26.82","67.32","7.43","63.28","blackgram"
"41","59","23","34.07","60.93","6.55","69.25","blackgram"
"44","80","15","31.96","68.92","6.81","68.52","blackgram"
"44","80","22","31.58","65.07","7.09","67.16","blackgram"
